0.395731,0.000000,0.316584
0.181117,0.000000,0.144894
0.125593,0.000000,0.100474
0.109966,0.000000,0.087973
0.104534,0.000000,0.083627
0.094326,0.000000,0.075461
0.099909,0.000000,0.079927
0.096189,0.000000,0.076951
0.091466,0.000000,0.073173
0.088148,0.000000,0.070519
0.090358,0.000000,0.072287
0.082476,0.000000,0.065981
0.077465,0.000000,0.061972
0.071111,0.000000,0.056889
0.072919,0.000000,0.058335
0.066462,0.000000,0.053169
0.064635,0.000000,0.051708
0.060903,0.000000,0.048722
0.059897,0.000000,0.047918
0.051046,0.000000,0.040837
0.128015,0.000000,0.391542
0.103436,0.000000,0.238071
0.099462,0.000000,0.223019
0.086528,0.000000,0.181390
0.083067,0.000000,0.177519
0.093546,0.000000,0.205079
0.078741,0.000000,0.184132
0.086557,0.000000,0.197935
0.062820,0.000000,0.142897
0.074402,0.000000,0.164846
0.071571,0.000000,0.153581
0.066042,0.000000,0.139017
0.066033,0.000000,0.144891
0.074200,0.000000,0.169811
0.054866,0.000000,0.124041
0.059777,0.000000,0.129086
0.061961,0.000000,0.150641
0.057010,0.000000,0.131455
0.060263,0.000000,0.126457
0.055161,0.000000,0.115847
0.054472,0.000000,0.117775
0.058225,0.000000,0.146716
0.054288,0.000000,0.121752
0.051675,0.000000,0.112882
0.052624,0.000000,0.116215
0.056479,0.000000,0.126296
0.053518,0.000000,0.121830
0.054581,0.000000,0.131338
0.058694,0.000000,0.144064
0.055283,0.000000,0.219133
0.050225,0.000000,0.194890
0.054170,0.000000,0.179047
0.049120,0.000000,0.209833
0.053737,0.000000,0.236450
0.059159,0.000000,0.211064
0.051686,0.000000,0.141293
0.058246,0.000000,0.149983
0.046487,0.000000,0.100634
0.045947,0.000000,0.091653
0.047202,0.000000,0.098391
0.046462,0.000000,0.109681
0.046077,0.000000,0.100988
0.041493,0.000000,0.088759
0.046005,0.000000,0.094567
0.046216,0.000000,0.094861
0.045231,0.000000,0.092676
0.045031,0.000000,0.090635
0.042274,0.000000,0.087317
0.048066,0.000000,0.099780
0.040118,0.000000,0.084126
0.043128,0.000000,0.085772
0.042096,0.000000,0.087914
0.038638,0.000000,0.081396
0.045273,0.000000,0.090236
0.039308,0.000000,0.081259
0.049539,0.000000,0.124247
0.048596,0.000000,0.133618
0.052802,0.000000,0.119723
0.043255,0.000000,0.094187
0.041569,0.000000,0.087342
0.040868,0.000000,0.095117
0.045847,0.000000,0.092236
0.039650,0.000000,0.088414
0.041691,0.000000,0.083193
0.049695,0.000000,0.119315
0.043296,0.000000,0.113599
0.036180,0.000000,0.081363
0.033953,0.000000,0.075218
0.034124,0.000000,0.072269
0.035383,0.000000,0.077344
0.038256,0.000000,0.079586
0.043175,0.000000,0.091880
0.044467,0.000000,0.096632
0.047842,0.000000,0.104300
0.037206,0.000000,0.079317
0.038661,0.000000,0.079866
0.038193,0.000000,0.080121
0.038568,0.000000,0.077807
0.041070,0.000000,0.085870
0.043423,0.000000,0.085590
